Tweet,total_characters,count_sentences,avg_words_length,count_words,count_unique_words,num_uppercase_chars,num_lowercase_chars,num_uppercase_words,num_lowercase_words,count_punctuations,count_blanks,count_numbers,count_special_characters,coleman_liau_index,gunning_fog,ari,dale_chall_readability,smog_index,linsear_write,flesch_kincaid_grade_level,flesch_reading_ease,Class
The only thing I don't like about Europe is that the bread is so fucking hard. I prefer soft Mexican bread!!,108,3,4.19047619,21,19,5,79,2,17,4,20,0,4,10.21142857,8.514285714,7.594285714,1.0416,8.841846275,0.619047619,-2,123.1871429,1
I will be heading home tomorrow!!,33,2,4.666666667,6,6,1,25,1,5,2,5,0,2,6.673333333,14.53333333,7.475,0.2976,8.841846275,1,-3,119.19,1
I'm definitely backing @HillaryClinton this election cycle again!!,66,2,7.375,8,8,3,52,1,7,4,7,0,4,25.31,21.6,21.4275,0.3968,11.20814326,1.5,10,33.575,1
Hearing Portuguese is so refreshing!!,37,2,6.6,5,5,2,29,0,3,2,4,0,2,15.872,25,15.924,0.248,8.841846275,2,4,68.9375,1
"I also love a lemon in my coke and some jamn to go with it! I'm going to miss you, Spain! http://t.co/Wr7nQOHy8t",112,3,4.136363636,22,21,7,73,2,22,9,21,2,9,10.09818182,6.56969697,7.050869565,1.0912,3.1291,0.409090909,-1,114.7916667,1
I love ?? http://t.co/lFWHFlrf56,32,3,7.25,4,4,5,15,1,4,7,3,2,7,9.04,0.533333333,9.022,0.1984,3.1291,0,-9,163.1816667,1
Can't wait to return home and eat some Mexican food!!,53,2,4.4,10,10,2,39,0,9,3,9,0,3,9.444,6,8.533,0.496,8.841846275,0.8,1,100.24,1
"Next up is: Lisbon, Portugal!!",30,2,5.2,5,5,3,19,0,2,4,4,0,4,7.64,9,9.33,0.248,8.841846275,0.8,4,68.9375,1
It's time for bed. I have a long day coming up.,47,2,3.363636364,11,11,2,32,1,10,3,10,0,3,3.941818182,2.2,0.16,0.5456,3.1291,0.272727273,-5,139.7252273,1
RT @NYCFC: RT + follow @NYCFC for a chance to win this #NYCFC jersey signed by today's goal scorer - David Villa (@Guaje7Villa) http://t.co,139,1,4.833333333,24,23,23,78,5,17,14,23,1,14,17.02166667,14.6,10.8192,1.1904,8.841846275,0.416666667,5,101.4,1
RT @pajhwok: #Afghanistan : Taliban and Daesh have no link to Islam: Imam of the Kaaba http://t.co/a6zJAqyRN8,109,1,5.470588235,17,17,12,69,1,11,10,16,2,10,20.16,16.21176471,11.33,0.8432,13.0238668,0.941176471,6,80.09764706,1
"@KenRoth Who told you this ? Ask @AsimBajwaISPR \
You are proper kind of criminal. But who care you. Cry wolf. She was murdered by RAW agents",141,4,4.259259259,27,27,17,91,1,16,7,25,0,7,10.52148148,11.58888889,5.495,1.3392,13.0238668,0.814814815,1,102.8504167,1
RT @nausheenyusuf: Imam Kaaba led Jumma Prayers at Faisal Mosque.. Emotional http://t.co/aYspbL5ByM,99,3,7.333333333,12,12,13,65,1,6,9,11,1,9,25.31,24.93333333,15.15589744,0.5952,11.20814326,1.75,6,61.775,1
@TheEconomist But thats not in Bible ?  Let the Professors and Researchers do the things. Spare him for other matters.,118,3,4.9,20,19,8,86,0,12,4,20,0,4,14.452,8.666666667,10.6525,0.992,13.0238668,0.65,1,98.54833333,1
RT @BarackObama: Teachers have the ability to influence their students for life. #ThankATeacher and share how important yours were: http://,139,1,6,20,20,8,104,1,16,8,19,0,8,23.586,22,15.8335,0.992,11.20814326,1.2,9,68.095,1
@KiranEqbal Baji :) that was meant to show respect. Tranquillized ! MQM gaining ground in Skt #KotliLoharan side.   @FarhanKVirk @BhaijaFry,139,3,5.9,20,20,15,94,1,10,9,21,0,9,20.626,14.66666667,13.22483333,0.992,14.55459255,1.05,4,77.39833333,1
"@FarhanKVirk Sialkot ?\
As I can see AZIZ SHAHEED ROAD on Cover Picture #SialkotCantt  of baji @KiranEqbal @BhaijaFry",117,1,5.5,18,18,29,64,4,5,6,17,0,6,20.77555556,22.75555556,18.185,0.8928,13.0238668,1.222222222,5,94.565,1
RT @BrookingsInst: Has productivity growth from robots come at the cost of manufacturing jobs? http://t.co/iogi73H6Ob http://t.co/hgsJoRBfxF,140,3,7.8125,16,16,11,98,1,17,13,15,3,13,30.1,12.13333333,17.68,0.7936,11.20814326,0.875,3,79.80916667,1
RT @ShawnUpchurch: Everybody can be great. Because anybody can serve. You only need a heart full of grace. A soul generated by love. ~MLK,137,4,4.75,24,23,11,96,3,17,7,23,0,7,12.83166667,12.4,6.28625,1.1904,13.0238668,0.666666667,3,80.895,1
"@betterpakistan What a TRAGEDY !  If you cant convince them confuse them !\
@ImranKhanPTI @AsimBajwaISPR @BBhuttoZardari",120,2,6.5,16,15,23,74,1,8,7,15,0,7,24.6,23.2,21.895,0.7936,13.0238668,1.125,7,61.24,1
@junejo_aca Agreed but you know Shia background of Sindh administration aka Zardari &amp; Co.  That might be the issue. May be.,127,3,5.047619048,21,21,7,92,0,14,7,21,0,7,15.53142857,16.13333333,9.208571429,1.0416,13.0238668,1.238095238,5,70.81571429,1
@junejo_aca Wallah Aalim ! Islamabad is not Punjab.  Karachi not safe.  Baki tu ap Govt se pochain.,99,4,4.764705882,17,16,7,68,0,9,6,18,0,6,11.47764706,13.46470588,6.892745098,0.8432,13.0238668,0.764705882,6,58.20360294,1
"#IAmNothingWithoutIslam \
More Pix to BURN haters who targeted Imam e Kaba due to ill knowledge.\
#Pakistan #FridayTime http://t.co/QxN2T3dTbn",142,2,6.526315789,19,18,20,91,1,12,11,16,2,11,25.02947368,14.32631579,13.47,0.9424,15.90318901,1.052631579,6,68.06618421,1
"Long Live Humanity \
Long Live Kashmir \
https://t.co/bNDxZ7JOG8 Video Tribute from WEST @KenRoth @hrw @narendramodi",116,1,6.3125,16,13,20,69,1,6,10,13,2,10,24.98,16.4,14.68176471,0.7936,8.841846275,0.75,5,90.1325,1
RT @georgegalloway: Israelis pulling people from the rubble in Nepal killing Palestinians under the rubble of Gaza.,115,1,5.823529412,17,15,6,90,1,12,3,16,0,3,22.23529412,16.21176471,18.65470588,0.8432,11.20814326,0.941176471,8,70.14470588,1
"@Asad_Umar but in form of there needs and machinery,will boost small business in term of Work Labour Force. 2/2 @PTIofficial",124,1,5.25,20,18,8,89,0,15,6,19,2,6,19.176,18,12.301,0.992,11.20814326,0.85,8,72.325,1
"@Asad_Umar T'day I was in a work shop, I was thinking that if you provide small loans to this industry NOT in form of cash. 1/2",127,1,3.923076923,26,23,8,86,4,21,6,25,2,6,11.78307692,16.55384615,7.714230769,1.2896,3.1291,0.538461538,5,105.6065385,1
Insafian won last night #karachimania. #MQM show there real face. Worst to come We are ready,92,2,4.8125,16,16,6,67,1,12,4,15,0,4,14.31,10.7,7.141666667,0.7936,8.841846275,0.8125,2,92.965,1
"@Asad_Umar but in form of there needs and machinery,will boost small business in term of Work Labour Force. 2/2 @PTIofficial KPK new vission",140,1,5.130434783,23,21,11,99,1,17,6,22,2,6,18.70434783,19.63478261,12.58,1.1408,11.20814326,0.869565217,8,76.82043478,1
"@BDUTT @Gen_VKSingh I don't think so, he Had Vission &amp; Mission.",67,1,5.181818182,11,11,13,36,2,6,8,10,0,8,17.32363636,11.67272727,12.33,0.5456,3.1291,0.545454545,-1,118.7609091,1
Nai na lo ... review,20,3,3.2,5,5,1,12,0,3,3,4,0,3,-10.04,8.666666667,-2.7675,0.248,3.1291,1.2,-5,137.4633333,1
Aik.Change of Pace Ka Sawal Hay #PAKVSSA,40,1,4.857142857,7,7,13,19,1,1,2,6,0,2,13.57142857,8.514285714,3.53125,0.3472,3.1291,1,-1,115.13,1
Pakistan is in Good Condition.  Come on Boys,44,1,4.5,8,8,5,30,0,3,1,8,0,1,12.84,13.2,4.70875,0.3968,11.20814326,1,4,82.39,1
Mohmad Irfan Khuda keh liye kuch Short pitch Ball maro yar.,59,1,4.454545455,11,11,5,43,0,6,1,10,0,1,13.04727273,8.036363636,8.904545455,0.5456,3.1291,0.545454545,4,87.99727273,1
@HamidMirGEO bata du. Nai twitter per nai mir sb.,49,2,4.555555556,9,9,6,32,0,7,3,8,0,3,9.635555556,6.244444444,4.893333333,0.4464,8.841846275,1,-1,108.2675,1
@ShehnilaMehsud  open ta khula kab ta.,38,1,5.333333333,6,6,2,28,0,5,2,6,0,2,16.50666667,9.066666667,10.615,0.2976,8.841846275,0.5,10,31.545,1
"RT @Pr0udPathan: Rainy Night In Peshawar / Pekhawar .. \
#RainInPeshawar #RainyNightInPeshawar #Pekhawar @a_siab @BushraGohar http://t.co/Qb",140,3,7.8125,16,16,20,87,1,4,17,14,1,17,30.1,24.63333333,20.97729167,0.7936,18.24360595,1.6875,10,32.22166667,1
"RT @iIllumiinati: The past is behind, learn from it.\
The future is ahead, prepare for it.\
The present is here, live it.",121,3,4.545454545,22,17,6,84,1,17,10,19,0,10,12.50363636,10.20606061,5.7275,1.0912,8.841846275,0.818181818,0,110.9462121,1
RT @DaPakiGuy: Meanwhile in Delhi assembly .... http://t.co/c0uCJmr5Nf,70,5,7.875,8,8,10,40,1,5,11,7,2,11,17.15,15.64,16.99458333,0.3968,11.20814326,1.25,4,67.736,1
RT @INTERSAFE_PK: LeJ involved in sectarian attacks to pressure govt against executing its members: Report http://t.co/cBjDrSFOqG #Security,139,1,7.235294118,17,17,23,90,2,14,10,16,0,10,30.53647059,23.27058824,19.18,0.8432,8.841846275,1.176470588,6,80.09764706,1
Mary Jane Veloso lives. #GodIsGood,34,1,6,5,5,6,22,0,1,2,4,0,2,18.264,18,9.964,0.248,8.841846275,1.2,10,32.56,1
RT @rapplerdotcom: DFA: The execution of Mary Jane has not been carried out tonight. The Lord has answered our prayers. #MaryJaneLives,134,2,5.428571429,21,19,13,95,2,13,6,20,0,6,18.90095238,15.62857143,11.22714286,1.0416,13.0238668,1.19047619,6,67.26321429,1
"Girlaloo, pag ako ang inibig mo, hinding hindi ka na malulungkot. Hihi. Kadiri! http://t.co/oAlPVZFyQk",102,4,6.357142857,14,14,9,70,0,13,10,13,0,10,18.58285714,15.68571429,10.903,0.6944,14.55459255,1.285714286,9,40.12535714,1
@ElyssaUy @alyannavera ziggeh! :\&gt; Hahaha.",46,2,8.4,5,5,3,30,0,3,9,4,0,9,26.456,25,15.395,0.248,13.0238668,1.8,16,-15.6625,1
"Happy anniversary Brace United.\
Bakit kasi you're so young for me eh. Ahaha. Tbt photo from Kapamilya Karavan Baguio. http://t.co/v9thLBlv48",141,5,6.1,20,20,11,97,0,14,11,18,3,11,18.254,17.6,8.877424242,0.992,14.55459255,0.9,7,50.495,1
RT @imlorraineperez: Rewarding ourselves after stressing our minds. With my girlaloos ,86,1,6.818181818,11,11,4,68,1,8,3,11,0,3,27.48,18.94545455,16.85909091,0.5456,13.0238668,1.363636364,8,57.23363636,1
RT @Mikkadg: To more jeje moments on our future travels together!! ,67,2,5.090909091,11,11,4,48,1,8,4,11,0,4,14.63272727,9.472727273,12.33,0.5456,8.841846275,0.818181818,3,85.88886364,1
@ElyssaUy ZIGGY na! Sayo na cya! Madami pa akong extra. Haha. At least nashake hands ko din cya. HIHIHI. LANDI IH!,114,7,4.476190476,21,21,24,62,4,12,8,20,0,8,6.253333333,10.72380952,4.444285714,1.0416,11.20814326,0.857142857,-1,111.1328571,1
"@RegineeeGnzls @keeyaya @alyannavera @Mikkadg @MarcyMiniano @ElyssaUy @mariiecuriie thank you, guys! Glad to see u all again! Miss ko na kau",140,2,6.05,20,20,9,102,0,14,10,19,0,10,22.4,20,21.54,0.992,17.1224134,1.55,12,23.255,1
"10 hours of sleep. Finally! Thank u, Lord. ?",44,4,4,9,9,3,26,0,4,5,8,2,5,-0.208888889,5.344444444,1.003333333,0.4464,8.841846275,0.444444444,-3,119.95125,1
Sir (@imlorraineperez) http://t.co/LxEYGuI6Pu,45,1,14.33333333,3,3,7,27,0,4,8,2,1,8,62.53333333,27.86666667,31.38,0.1488,11.20814326,2,25,-78.21,1
"A friend told me I looked like the Malaysian singer, @yunamusic. http://t.co/Tdc8mxh41n",87,2,6.333333333,12,12,4,61,2,11,8,11,3,8,21.89666667,12.4,11.17051282,0.5952,11.20814326,0.833333333,2,94.995,1
Just painted for 6 hours w/o toilet break. And I think I found my new passion. Lol! http://t.co/9ey05AwHnK,106,4,4.944444444,18,17,8,68,2,15,9,17,4,9,12.24888889,10.68888889,5.982368421,0.8928,3.1291,0.666666667,-3,122.3675,1
Unwanted pretzels on my Munchies. http://t.co/2ZQwTvWyxK,56,2,8.5,6,6,7,37,0,6,6,5,1,6,29.21333333,14.53333333,15.39809524,0.2976,3.1291,0.5,3,76.89,1
RT @rarivera9: \Make me titig with your malamig na pagtingin.\" ??",67,3,5.181818182,11,11,3,44,1,8,9,10,1,9,11.94181818,16.01212121,7.475,0.5456,13.0238668,1.181818182,4,72.36787879,1
I wish... http://t.co/r0Y3vb9heh,32,4,10,3,3,2,17,1,4,8,2,3,8,7.453333333,13.63333333,11.02916667,0.1488,3.1291,0,-3,121.47375,1
RT @rarivera9: Tinimbang ka ngunit labis-labis.,47,1,7,6,6,3,34,1,5,4,5,1,4,25.32666667,22.4,17.68,0.2976,13.0238668,1.5,14,3.345,1
hahaha!! http://t.co/ToQr9vHmD1,31,3,15,2,2,4,17,0,4,7,1,2,7,30.94,20.26666667,26.42,0.0992,8.841846275,1.5,14,-5.341666667,1
Indonesian Pres. Joko Widodo @jokowi_do2 : Save the Life of human trafficking victim Mary Ja... https://t.co/uWMqUuLwkU via @ChangePilipinas,140,5,6.833333333,18,18,15,94,0,10,13,17,1,13,21.71111111,14.77333333,13.915,0.8928,15.90318901,1.277777778,9,38.681,1
Oh yeah! https://t.co/pvzN8Af4KQ,32,2,10,3,3,5,17,0,4,6,2,2,6,27.18666667,13.93333333,16.0725,0.1488,3.1291,1,-3,120.7125,1
@buzzfeed  anu vah!,19,1,5.333333333,3,3,0,14,0,3,2,3,0,2,11.57333333,14.53333333,9.9,0.1488,3.1291,2,5,62.79,1
10 Highest Paying Programming Languages in 2015 http://t.co/4heUO44BOw,70,1,7.875,8,8,8,41,0,4,5,7,9,5,31.95,23.2,16.93,0.3968,8.841846275,1.25,1,103.54,1
"#NowPlaying ? Violin Concerto in D Major, Op. 77: III. Allegro giocoso, ma non troppo vivace  Hilary Hahn http://t.co/ni3wM4SSki",128,4,5.736842105,19,19,16,77,2,9,12,19,4,12,17.58105263,20.84736842,10.0365,0.9424,14.55459255,1.157894737,2,86.24532895,1
another NOPE DAY!  -_-,22,1,4.5,4,4,7,7,2,1,4,4,0,4,9.14,11.6,6.475,0.1984,3.1291,0.75,-8,160.475,1
RT @CoolMiliband: Ed Lannister http://t.co/0GriYIYEI1,53,1,9.8,5,5,12,28,1,3,7,4,2,7,40.608,26,20.89,0.248,8.841846275,1.2,5,66.4,1
RT @EKminnie: When they write your name on noisemakers list http://t.co/n2yWqbgJYe,82,1,6.545454545,11,11,8,56,1,10,7,10,1,7,25.34181818,18.94545455,13.3625,0.5456,8.841846275,1.090909091,6,72.61545455,1
"Fuel is life in this part of the world, journey of 50 box is now 200 ?",70,1,3.176470588,17,15,1,46,0,13,2,16,5,2,6.670588235,9.152941176,6.464117647,0.8432,3.1291,0.529411765,0,124.8858824,1
"RT @causticbob: I finally slept with my Siamese twin girlfriend.\
\
We ended up doing a 699.",92,2,4.470588235,17,17,5,62,2,11,6,14,3,6,12.53882353,12.81176471,6.62,0.8432,8.841846275,0.764705882,0,108.6310294,1
RT @Jamesljnr: loool http://t.co/AWNPFIekrN,43,1,10,4,4,10,23,1,4,7,3,0,7,40.01,21.6,19.384,0.1984,3.1291,0.75,4,75.875,1
"RT @Oj_Philz: Balls, he had them. \HAD\"" is the keyword of that sentence. #OJ http://t.co/MJCiSrBs7w""",101,3,5.8,15,15,15,55,3,12,16,14,1,16,17.872,7.333333333,8.83,0.744,8.841846275,0.666666667,-3,122.8,1
"Stand confident in the Lord and trust Him. He is faithful, He is a promise keeper and He is a finisher! #hewilldoitagain #standfirm #presson",140,2,4.875,24,18,6,105,0,18,6,23,0,6,16.03333333,14.8,11.6525,1.1904,13.0238668,1.041666667,4,88.905,1
Southern accents kill me I just start having one mid conversation! #iswearimsouthern,84,1,6.083333333,12,12,2,69,1,10,2,11,0,2,22.89333333,14.8,17.54,0.5952,11.20814326,1,7,67.755,1
Such a beautiful day celebrating the beautiful #ConnieTai #foreverinouthearts #blackandyellow https://t.co/RBzKBASh1U,117,1,9.727272727,11,10,10,88,0,11,8,10,1,8,44.05090909,29.85454545,27.1,0.5456,17.1224134,2,17,-4.293636364,1
So happy to spend the weekend with my pea!! Love you _heat_her_26 #itssnowing https://t.co/slAUfccAxf,101,3,6.285714286,14,14,5,70,0,14,11,13,2,11,20.27714286,16.15238095,13.72,0.6944,3.1291,1.285714286,1,93.32690476,1
Good morning Tahoe! #snoweverywhere #feelslikeChristmas https://t.co/x3MfPjs14T,79,2,12.33333333,6,6,6,57,0,5,8,5,3,8,51.75333333,21.2,32.80285714,0.2976,11.20814326,1.5,15,-7.71,1
It's snowing!! #tahoescavhunt2k15,33,2,10.33333333,3,3,1,23,0,3,4,2,3,4,29.14666667,13.93333333,31.88,0.1488,8.841846275,1,9,36.1125,1
Tahoe bound. Mandatory in and out stop! #tahoescavhunt2k15 https://t.co/r7bq7cNpZ2,82,3,8.222222222,9,9,4,56,0,9,8,8,6,8,27.90666667,14.53333333,17.44566667,0.4464,11.20814326,1.555555556,4,72.19,1
#harlemshake #tahoescavhunt2k15 @TheMesita _heat_her_26 https://t.co/udFLeg3fIW,79,1,15,5,5,6,52,0,6,11,4,6,11,71.184,42,41.3,0.248,14.55459255,3,24,-68.96,1
Tahoe!! Get excited!!  @GordonGrafft @kpham398 @jake_pulos @GessieBoy @LynnieHiratzka @TheMesita,96,4,9.666666667,9,9,10,63,0,3,11,9,3,11,33.76444444,32.01111111,33.31,0.4464,15.90318901,2.333333333,18,-30.44875,1
Tonight's episode of @GreysABC was rough. @ShondalandTV 11 years in the making #GoodbyeMcDreamy #DerekShepherd #GoodbyeDerek,124,1,7.333333333,15,15,15,86,0,9,7,14,2,7,30.83466667,24.66666667,20.628,0.744,15.90318901,1.4,12,39.33,1
@shayrollins yes!!!!! https://t.co/nnGxKEJ7Km,45,6,14.33333333,3,3,5,26,0,5,11,2,1,11,13.2,13.53333333,31.38,0.1488,8.841846275,2,4,65.3275,1
An unreal night of worship with #Bethelworship and these ladies! #wearelistening #hoping #declaring https://t.co/UJWDnHDdGw,123,2,7.857142857,14,14,9,91,0,14,10,13,0,10,31.63142857,17.08571429,20.628,0.6944,11.20814326,1.285714286,3,84.91571429,1
Back in the WC! Yay for taking #BART,36,1,3.625,8,8,8,19,2,4,2,7,0,2,6.96,8.2,3.765,0.3968,3.1291,0.625,-8,166.99,1
Alright @SFBART here we go again! Back to the east bay! #itsnotcommutehours,75,2,5.333333333,12,12,8,52,1,9,4,11,0,4,16.01666667,9.066666667,14.0075,0.5952,8.841846275,0.916666667,2,94.995,1
This is my view today! #roughdayinRealEstate @ San Francisco Ferry Building https://t.co/DKhdiHVOcb,99,2,7.333333333,12,12,12,68,0,7,8,11,0,8,27.77666667,19.06666667,17.32615385,0.5952,11.20814326,1.083333333,6,59.745,1
Watching the way in! #MayPac #PacquiaoMayweather #boxing http://t.co/n803vMyJil,79,2,9,8,8,7,53,0,7,9,7,3,9,34.865,16.6,21.64,0.3968,11.20814326,1.75,5,65.3,1
#Vegas lunch. ,14,1,6,2,2,1,9,0,1,2,2,0,2,10.56,0.8,7.83,0.0992,3.1291,0,3,77.905,1
#LA #dtla  https://t.co/KpMprhscqf,34,1,10.33333333,3,3,4,20,1,4,7,3,0,7,40.97333333,1.2,18.4275,0.1488,3.1291,0,-7,147.39,1
88 degrees and peak 95! ,24,1,3.8,5,5,0,14,0,3,1,5,4,1,6.504,10,2.736,0.248,3.1291,0.8,-4,134.08,1
Got our 2nd room at our last hotel this weekend. Got back last night around 5am and the place was still crowded at that time. #Vegas,132,2,4.115384615,26,22,3,99,0,23,3,25,2,3,11.77538462,8.276923077,6.091025641,1.2896,3.1291,0.576923077,3,96.02461538,1
Drink station in the room. #Vegas http://t.co/CZgSckHOsB,56,2,7.142857143,7,7,8,35,0,7,7,6,0,7,22.78285714,7.114285714,11.10708333,0.3472,3.1291,0.714285714,-4,130.7682143,1
And we had a friend who hated the strip so we didnt get to go often. Well she's not around anymore so glory days r back!!! #Vegas,129,4,3.814814815,27,25,3,94,0,25,6,26,0,6,7.908148148,5.662962963,7.474444444,1.3392,8.841846275,0.296296296,-1,112.2504167,1
"Got our room, freshened up a little and heading downstairs to look around. Haven't been to #Vegas in awhile. Always off the strip for events",140,2,4.64,25,24,4,107,0,22,5,24,0,5,14.76,14.6,8.359066667,1.24,11.20814326,0.92,4,85.8595,1
Switched driving so I'm now the passenger. :) good cos these drivers on the highway r either assholes or assholes who dont know how to drive,140,1,4.423076923,26,24,2,109,1,24,4,25,0,4,14.72307692,18.09230769,10.06923077,1.2896,13.0238668,0.692307692,7,89.33730769,1
Omg after being in traffic for over 2 hours getting out of the city we just left Bsker and it was 83 degrees at 9:45! #Vegas bound!,131,2,3.888888889,27,27,3,92,0,21,4,26,6,4,10.5362963,6.881481481,14.92222222,1.3392,3.1291,0.407407407,-3,139.8658333,1
"And we're off!!!! #Vegas, I will b in u soon!!!! ",49,8,3.9,10,10,3,25,1,8,11,10,0,11,-10.668,0.5,6.178,0.496,3.1291,0.1,-7,146.34625,1
We'll b leaving around 6 to #Vegas and we're obviously going to catch all the traffic. I'm driving first too...hopefully music helps. ,134,5,5.090909091,22,21,3,99,1,22,9,22,1,9,13.28727273,9.032727273,8.410724638,1.0912,11.20814326,0.727272727,0,102.3871818,1
In Downtown Long Beach and it's kinda hot here. Like I want a popsicle right now hot. #LongBeach,96,2,4.388888889,18,18,8,67,1,12,4,17,0,4,12.27111111,8.044444444,5.643333333,0.8928,8.841846275,0.388888889,2,94.3,1
3 more hours till we're off to #Vegas. These last hours t going to b so slow! It's been going slow already.,107,3,3.909090909,22,19,3,76,0,20,6,21,1,6,8.761818182,4.751515152,6.335454545,1.0912,8.841846275,0.227272727,-1,118.6371212,1
If there was any character to come back glad it's her! :) #JurassicWorld  https://t.co/CQdistVf8R,97,2,5.928571429,14,14,7,65,0,14,10,14,1,10,20.71142857,8.514285714,12.464,0.6944,8.841846275,0.714285714,2,90.95857143,1
I liked a @YouTube video from @vergevideo http://t.co/0k71waYqiu The history of the entire Marvel Cinematic Universe in 13 minutes,130,1,5.894736842,19,19,8,92,1,14,7,18,5,7,22.87368421,26.54736842,13.9495,0.9424,15.90318901,1.578947368,11,49.51842105,1
"At #Starbucks wasting time till 5. I hope those hours go by fast, I want to drive to #Vegas already!",100,2,4.05,20,18,5,70,2,14,5,19,1,5,10.64,6,6.649,0.992,8.841846275,0.25,0,116.315,1
@LAPI21 looks like a body builder type.,39,1,4.714285714,7,7,4,25,1,6,2,6,2,2,12.73142857,8.514285714,7.638571429,0.3472,3.1291,0.428571429,1,103.0442857,1
2 days!!! #PacquiaoMayweather #MayPac  https://t.co/ZppYuLG7gV,62,4,11.4,5,5,9,36,0,4,10,5,2,10,33.432,24.5,27.955,0.248,8.841846275,1.2,8,36.36625,1
Setting my eyes on the prize!  feeling determined,49,1,5.125,8,8,1,39,0,7,1,8,0,1,16.515,18.2,11.41875,0.3968,8.841846275,1.25,5,71.815,1
"Aaaaaaaah! \
More adventures please!! \
#airadventures https://t.co/ty0w1OmQAF",78,4,8.875,8,7,6,52,0,6,11,5,2,11,26.73,25.8,21.11666667,0.3968,13.0238668,1.5,12,14.455,1
I posted 9 photos on Facebook in the album \Riverview Water Park\" http://t.co/GGoHGwiPLn",90,1,6,13,13,11,57,1,9,9,12,1,9,22.63076923,14.43076923,12.01214286,0.6448,13.0238668,0.846153846,5,83.00923077,1
Nothing like a good cup of hot choco before I go to work. https://t.co/6Bdq2C6Skz,81,2,4.857142857,14,14,5,54,1,14,6,13,3,6,13.99142857,5.657142857,5.562,0.6944,3.1291,0.357142857,0,109.0871429,1
Lezzz eaaat. https://t.co/rOVOmfT4V1,36,2,11.33333333,3,3,6,20,0,4,6,2,2,6,35.02666667,27.26666667,18.09416667,0.1488,3.1291,1,1,92.5125,1
@ Asin Riverview. #fatfeyz https://t.co/3SnEyGNN7l,50,2,9.2,5,5,7,29,0,4,8,4,2,8,31.16,25,16.465,0.248,8.841846275,1.2,4,68.9375,1
Yes! Thank you Loooooord! ,26,2,5.5,4,4,3,17,0,1,2,4,0,2,7.62,20.8,10.0075,0.1984,8.841846275,1.5,6,56.755,1
