Account,NumberOfTotalCharactersMean, NumberOfTotalCharactersStd, NumberOfUppercaseCharactersMean,NumberOfUppercaseCharactersStd, NumberOfLowercaseCharactersMean,NumberOfLowercaseCharactersStd, NumberOfSpecialCharactersMean, NumberOfSpecialCharactersStd, NumberOfNumbersMean, NumberOfNumbersStd, NumberOfBlanksMean, NumberOfBlanksStd, NumberOfWordsMean, NumberOfWordsStd, AverageLengthOfWordsMean,AverageLengthOfWordsStd, NumberOfPropositionsMean, NumberOfPropositionsStd, AverageLengthOfPropositionsMean,AverageLengthOfPropositionsStd, NumberOfPunctuationCharactersMean, NumberOfPunctuationCharactersStd, NumberOfLowercaseWordsMean, NumberOfLowercaseWordsStd, NumberOfUppercaseWordsMean,NumberOfUppercaseWordsStd, VocabularyRichnessMean, VocabularyRichnessStd, FleschKincaidGradeLevelMean, FleschKincaidGradeLevelStd, FleschReadingEaseMean,FleschReadingEaseStd, DaleChallReadabilityMean, DaleChallReadabilityStd, AutomatedReadabilityIndexMean, AutomatedReadabilityIndexStd, ColemanLiauIndexMean, ColemanLiauIndexStd, GunningFogMean, GunningFogStd,SMOG(SimpleMeasureOfGobbledygook)Mean,SMOG(SimpleMeasureOfGobbledygook)Std,LinsearWriteMean,LinsearWriteStd,Class
2780,44.8,10.07769815,0,0,36.2,9.173875953,3,0,0,0,5.6,1.113552873,6.6,1.113552873,6.581,1.060353243,3,0,2.532,0.371612702,3,0,5.6,1.113552873,0,0,1,0,8.2,5.6384395,46.334,40.25018067,11.717,4.940929164,14.43,5.248247326,16.18,6.58597601,8.778,7.53466761,0,0,3.2,1.122497216,1
2790,44.1,8.215229759,0,0,35.6,7.709734107,3.1,0.3,0,0,5.4,0.8,6.4,0.8,6.693,1.08680311,3.1,0.3,2.399,0.291597325,3.1,0.3,5.4,0.8,0,0,1,0,8.95,4.952827475,40.614,35.37609848,11.817,6.447528286,15.11,5.132143802,16.844,6.504314261,10.37,8.828753026,0,0,3.3,1.228820573,1
2800,50.6,11.2,0.8,0.748331477,38.5,8.212794896,3.3,0.640312424,0,0,8,2.683281573,9,2.683281573,6.458,0.829081419,3.2,0.4,3.15,0.638231933,3.3,0.640312424,7.2,2.357965225,0,0,1,0,6.88,2.94136023,59.974,21.85231301,8.211,4.669032983,8.92,4.026611479,9.985,4.726180805,5.986,4.699038625,0,0,5,2.313006701,1
2810,57,5.118593557,1,0,43,4.582575695,4.3,1.55241747,0,0,8.7,1.615549442,9.7,1.615549442,7.215,0.768130848,3.5,0.5,3.267,0.647426444,4.3,1.55241747,7.7,1.615549442,0,0,1,0,8.23,3.10452895,51.65,24.00916283,8.693,1.683407556,9.79,3.891901849,10.658,4.009331116,8.756,3.571288843,0,0,6.05,0.934077085,1
2820,74,13.75499909,2.8,1.720465053,55.1,11.02225022,5,2.408318916,0,0,11.1,2.467792536,12.1,2.467792536,7.171,1.123053427,3.6,0.489897949,3.884,0.979961224,5,2.408318916,8.4,1.8,0,0,1,0,9.03,3.177436073,50.059,23.61827532,9.352,1.971379213,11.38,2.816664694,12.018,3.29129397,9.61,4.169345272,0,0,7.85,2.569533032,1
2830,63.8,13.67333171,3,0.632455532,46.7,12.20696522,3.9,1.220655562,0,0,10.2,1.989974874,11.2,1.989974874,6.424,1.449408155,3.4,0.489897949,3.7,0.544573227,3.9,1.220655562,7.8,1.720465053,0.7,0.640312424,1,0,6.91,3.028019154,63.663,21.37732586,9.605,2.23273487,8.76,4.538325682,9.752,5.80667168,8.106,3.323576989,0,0,6.1,1.854723699,1
2840,61.3,12.82224629,2.5,0.5,43.5,10.55698821,5,0.447213595,0,0,10.3,2.491987159,11.3,2.491987159,5.569,0.806144528,4,0,3.325,0.62299679,5,0.447213595,8.8,2.4,1.5,0.5,1,0,5.07,2.38874444,77.096,17.57570892,9.916,1.295161766,7.43,2.279495558,7.338,2.724484538,6.199,2.937561744,0,0,5.35,1.397318861,1
2850,73.4,9.931767214,1.1,1.374772708,56,6.708203932,5.4,0.489897949,0,0,10.9,3.238826948,11.9,3.238826948,6.13,0.909362414,4.6,0.489897949,2.945,0.893434385,4.7,0.640312424,10.5,2.655183609,0.6,0.8,0.947,0.066790718,7.44,4.34055296,58.552,32.83548136,11.669,3.454682185,11.75,4.2278245,12.357,5.575876702,7.862,4.652076526,0,0,5.075,2.202413449,1
2860,65.9,4.346262762,0,0,53.1,3.562302626,5.2,0.6,0,0,7.6,1.496662955,8.6,1.496662955,7.536,1.519014154,4.4,0.489897949,2.185,0.273906918,4.1,0.7,7.8,1.661324773,0,0,0.917,0.071561163,10.2,5.258897223,33.035,36.8830501,13.58,3.25008923,19.08,6.974639776,21.154,8.196198143,8.895,6.322888976,0,0,3.875,1.570230875,1
2870,67.9,9.20271699,0,0,55,7.784600182,5,0.894427191,0,0,7.9,1.640121947,8.9,1.640121947,7.868,1.425326629,4.4,0.489897949,2.25,0.277488739,4,0.894427191,8,1.788854382,0,0,0.958,0.065543878,11.73,4.863136848,22.627,34.043924,13.198,3.527247652,18.67,7.128962056,20.925,8.378705449,12.58,7.095040521,0,0,4.5,1.946150046,1
2880,67.2,6.749814812,0,0,54.3,7.014983963,5,0.632455532,0.4,0.8,7.5,0.806225775,8.5,0.806225775,7.745,0.901423874,4.5,0.5,2.13,0.24,4,0.632455532,7.6,0.916515139,0,0,0.949,0.079050617,14.95,5.515659525,-1.4,39.07428745,13.945,3.495514984,19.4,5.47777327,21.306,7.127532813,13.84,6.626594902,0,0,4.525,1.99515037,1
2890,70.7,11.1,0.1,0.3,57.6,9.404254356,5,1,0,0,8,1.673320053,9,1.673320053,7.547,0.948546783,4.1,0.830662386,2.655,1.317089595,3.9,1.135781669,8.1,1.757839583,0,0,0.986,0.042,12.01,3.116231699,21.818,22.32179643,14.476,3.839138445,19.46,4.398454274,21.791,5.215044487,13.759,6.591478514,0,0,5.025,2.013858237,1
2900,105.9,8.584287973,1,0,86.6,7.213875519,3.7,0.781024968,0,0,14.6,1.496662955,15.6,1.496662955,7.236,0.242989712,2,0,7.8,0.748331477,1.7,0.781024968,14.7,1.55241747,0,0,0.99,0.03,9.61,2.321831174,53.95,16.91176868,10.464,1.029050047,14.02,1.521052267,14.917,2.005098751,13.532,3.036668569,0,0,10.3,1.791647287,1
2910,112,12.59364919,0.9,0.3,92.4,12.15894732,4,2.366431913,0,0,14.7,1.734935157,15.7,1.734935157,7.77,0.782968709,2.3,0.9,7.53,1.690591612,2.1,2.662705391,14.6,1.8,0,0,0.99,0.03,11.96,3.107474859,35.997,21.70526851,11.468,1.134731686,15.84,2.298782286,16.983,2.782915917,14.16,3.634220687,0,0,10.65,3.170567772,1
2920,93.9,7.738862966,0,0,74.4,7.709734107,9.2,1.469693846,0,0,10.3,1.676305461,11.3,1.676305461,7.642,1.013792878,4.4,0.489897949,3.035,0.299207286,8.2,1.469693846,10.3,1.676305461,0,0,0.992,0.024,13.14,5.073499778,15.131,34.56964838,14.983,2.818400433,21.44,5.424610585,22.788,6.528399191,14.691,7.051878402,0,0,6.1,2.894391128,1
2930,92.9,8.419619944,0,0,72.7,6.957729515,10.4,1.624807681,0,0,9.8,0.748331477,10.8,0.748331477,7.694,0.580296476,4,0,3.2,0.187082869,9.4,1.624807681,10,0.447213595,0,0,1,0,13.49,2.605167941,15.844,17.8692424,13.729,1.873795346,23.44,2.516426037,24.188,2.476294813,14.864,3.794175009,0,0,7.6,1.655294536,1
2940,103.2,11.09774752,0,0,82.1,9.627564593,9.5,1.431782106,0,0,11.6,1.280624847,12.6,1.280624847,7.354,0.905087841,4,0,3.65,0.320156212,8.5,1.431782106,11.7,1.268857754,0,0,0.982,0.036276714,12.77,5.601972867,24.169,40.49997665,13.913,1.991974146,21.83,4.440957104,22.993,5.264448784,13,6.50370356,0,0,8.1,2.567099531,1
2950,82.2,14.8040535,0,0,65.7,13.68977721,6.2,1.661324773,0.8,0.979795897,9.5,1.204159458,10.5,1.204159458,6.785,1.123915032,2.6,0.916515139,4.55,0.913783344,3.3,2.32594067,9.6,1.113552873,0,0,0.899,0.097718985,11.51,5.023833198,30.666,35.79642362,13.56,2.289786016,17.38,6.229574624,20.026,6.721403425,10.622,6.530351905,0,0,6.55,2.126617032,1
2960,90.9,10.14347081,0,0,74.1,8.203048214,5,2.144761059,1.3,1.55241747,10.5,1.284523258,11.5,1.284523258,6.931,0.785091714,2,0,5.75,0.642261629,2.4,1.743559577,11.1,0.943398113,0,0,0.893,0.076557168,12.03,2.711844391,29.347,19.55968918,14.582,1.273591771,17.34,2.89143563,20.12,3.648067982,10.396,3.288328451,0,0,7.15,1.361065759,1
2970,74.6,27.53615805,0,0,60.7,23.05233177,4.3,2.051828453,0.7,1.791647287,8.9,2.913760457,9.9,2.913760457,6.159,0.833456058,2,0,5,1.532970972,2.3,2.410394159,9.9,3.176476035,0,0,0.821,0.085959293,8.3,2.498399488,51.987,14.86075304,13.218,2.651462992,13.8,4.466542287,16.106,4.680280333,8.362,3.022382504,0,0,4.9,2.2,1
2980,68.2,8.292164977,0,0,55.3,6.783067153,4.8,0.871779789,0.2,0.6,7.9,1.513274595,8.9,1.513274595,5.7,0.543911758,2.2,0.6,4.725,1.109335387,3.8,0.871779789,9.9,1.513274595,0,0,0.862,0.027856777,10.79,3.219456476,33.68,24.68760337,14.799,2.341095684,15.26,2.134572557,17.237,2.632440123,8.339,2.942007648,0,0,5.35,0.807774721,1
2990,86.4,17.2,0,0,70.6,15.13406753,6.3,0.781024968,0,0,9.5,1.910497317,10.5,1.910497317,7.144,1.003984064,3.9,1.135781669,3.197,1.008256416,4.1,0.830662386,10.1,1.513274595,0,0,0.942,0.08885944,12.77,3.665528611,17.18,26.12268593,15.355,2.040285519,19.2,4.432155232,21.52,5.171361523,16.1,6.813093277,0,0,5.875,2.527968552,1
3000,108.6,12.71377206,0,0,88.8,11.40876856,7.9,1.513274595,0,0,11.9,2.071231518,12.9,2.071231518,7.735,0.897410163,4.9,0.3,2.835,0.367457481,5,1.414213562,12.1,2.3,0,0,0.965,0.055,12.98,4.149409597,10.673,30.26525204,15.709,1.622815147,19.84,4.42949207,21.819,5.150647435,15.758,5.888001019,4.87,4.970523111,3.349,0.785906483,1
3010,105.8,12.07311062,0,0,86.3,11.00954132,7.7,1.187434209,0,0,11.8,1.077032961,12.8,1.077032961,7.734,0.629987301,4.3,0.458257569,3.24,0.392937654,4.7,1.187434209,12,1.264911064,0,0,0.964,0.04431704,11.58,2.759275267,21.902,19.37600361,15.592,1.475932248,18.82,2.875343458,21.038,3.735713586,15.309,3.447176961,1.93,3.878672453,4,1.138762486,1
3020,104.5,7.839005039,0,0,86.5,7.787810989,7,0.894427191,0,0,11,0.632455532,12,0.632455532,8.071,0.544361093,4,0,3.25,0.158113883,4,0.894427191,11,0.632455532,0,0,0.962,0.047074409,14.65,3.145870309,-0.101,22.58751976,16.142,1.588060452,21.39,2.861974843,24.447,3.560559085,18.25,2.900630966,0,0,4.55,0.567890835,1
3030,87.2,8.022468448,0,0,68.3,8.283115356,7.7,1.345362405,0.6,0.489897949,10.6,0.663324958,11.6,0.663324958,6.734,0.873592582,5.4,0.8,2.384,0.352283976,5.9,1.757839583,10.1,0.538516481,0,0,0.97,0.046043458,9.27,3.070195434,39.73,21.13945742,13.906,2.435159954,15.86,3.753451745,16.724,4.756597944,11.647,3.651564185,0.78,2.34,3.842,1.8163634,1
3040,83.4,5.589275445,0,0,65.1,4.887739764,7.3,0.9,1,0,10,0.774596669,11,0.774596669,6.875,0.49267129,5,0,2.4,0.154919334,5.6,1.2,9,0.774596669,0,0,0.927,0.091109824,11.56,2.429897117,30.024,18.40388828,15.463,2.347858812,18.22,2.082210364,20.089,2.702911208,14.758,5.886856207,0,0,7.8,1.435270009,1
3050,85.4,8.946507699,0,0,66.6,8.002499609,7.6,0.8,1,0,10.2,1.077032961,11.2,1.077032961,6.892,0.466,5,0,2.44,0.215406592,5.6,0.8,9.4,1.019803903,0,0,0.948,0.09335952,13.65,2.247776679,15.439,15.79573642,17.307,1.949236004,18.45,1.832621074,20.304,2.240456204,18.144,3.708884468,0,0,8.6,1.757839583,1
3060,101.3,29.11374246,0.8,1.2489996,77.7,22.53907718,7.2,2.271563338,0.7,0.458257569,14.9,7.595393341,15.9,7.595393341,6.46,0.72943814,4.9,0.7,3.624,2.132229819,5.4,1.907878403,13.7,7.29451849,0.1,0.3,0.926,0.069166466,8.6,4.250411745,50.643,30.5088761,13.301,4.051664966,13.63,6.885208784,14.962,7.086805768,10.468,4.559060868,1.09,2.420103304,6.283,1.968451422,1
3070,140.9,15.10264877,3.4,1.2,107.7,11.22541759,5.1,1.135781669,0,0,24.7,3.522782991,25.7,3.522782991,5.897,0.523508357,4.7,0.458257569,5.49,0.705265907,4.1,1.135781669,22.6,3.292415527,0.2,0.4,0.99,0.03,3.58,1.156546584,84.784,8.402965191,7.963,0.941382494,4.29,1.528692252,5.908,2.027667626,5.569,1.500529573,7.06,1.704816706,3.85,0.756201031,1
3080,141.3,15.72927207,3.3,0.640312424,107.2,14.26744546,4.9,0.538516481,0,0,25.9,1.920937271,26.9,1.920937271,5.668,0.666555324,4.8,0.4,5.655,0.719183565,3.9,0.538516481,23.7,1.846618531,0.5,0.921954446,1,0,3.12,1.389100428,88.597,9.727385106,7.543,1.093682312,3.25,2.082906623,4.658,2.516496771,4.759,1.499429558,5.94,2.463412268,3.918,0.592972175,1
3090,137.7,12.42618204,3.7,1.268857754,102.5,9.687620967,5,0.894427191,0,0,26.5,2.5,27.5,2.5,5.394,0.501701106,4.7,0.458257569,5.905,0.742781933,4,0.894427191,24.1,2.211334439,0.6,0.916515139,0.992,0.024,3,1.072380529,90.086,7.57128153,7.341,0.90544409,2.27,1.544053108,3.378,1.842811982,5.094,1.446300107,6.03,2.116152168,3.984,0.644099371,1
3100,133.3,13.98606449,3,0,99.1,14.27900557,6.5,2.617250466,0.5,0.806225775,24.2,2.561249695,25.2,2.561249695,5.486,0.770768448,4.6,2.107130751,8.278,6.465491165,5.3,2.282542442,21.9,2.87923601,0,0,1,0,3.85,1.502165104,82.949,10.67136491,7.516,1.187932658,3.63,2.291746059,4.794,2.773536371,5.249,1.985343547,6.1,2.881666185,4.108,1.17261929,1
3110,113.5,10.03244736,4.7,2.19317122,68.4,14.192956,15.3,5.254521862,3,1.414213562,22.1,3.806573262,23.1,3.806573262,4.407,0.499240423,8.3,1.187434209,3.047,0.800150611,12.1,3.44818793,14.7,6.72383819,0.3,0.458257569,0.993,0.021,2.38,1.278123625,91.129,11.43512086,9.121,2.943669309,2.21,2.245194869,0.773,1.362490734,4.372,1.327160879,4.95,2.352976838,3.078,0.838484347,1
3120,115.9,27.93725112,6.7,1.791647287,64.2,28.58950857,19.4,5.607138308,4.2,1.326649916,21.4,7.017121917,22.4,7.017121917,4.138,0.484990722,8.7,1.1,2.848,1.17618706,14.7,4.148493703,11.3,9.423905772,0.7,0.458257569,1,0,2.48,0.920651943,88.197,7.139365588,11.428,3.498261854,3.01,2.00970147,0.425,1.098646895,4.334,0.924177472,5.96,1.49813217,2.468,0.397889432,1
3130,174.3,25.40098423,5.6,0.663324958,124.9,15.23450032,10.8,5.211525688,1.9,1.044030651,31.1,9.332202312,32.1,9.332202312,6.396,1.772806814,7.4,3.555277767,5.64,2.651071481,8.3,4.92036584,24.7,8.173738435,0,0,0.974,0.032,7.95,8.725623187,56.677,52.9407382,9.024,2.767974711,6.98,8.96725153,7.598,9.513493365,10.44,8.361228379,4.77,3.176491776,7.376,7.052141802,1
3140,154.5,31.31533171,6,0,126.6,26.56012048,3,0,0,0,18.9,4.805205511,19.9,4.805205511,8.932,0.379441695,2,0,9.95,2.402602755,1,0,14.9,4.805205511,0,0,1,0,20.61,1.639176623,-17.258,12.20342231,12.418,0.960633125,21,1.379855065,21.717,1.817267454,23.073,2.513519644,0,0,18.35,3.968941924,1
3150,212.5,31.74245317,6,0,177,27.03701167,3,0,0,0,26.5,4.752192476,27.5,4.752192476,9.198333333,0.184969968,2,0,13.75,2.376096238,1,0,22.5,4.752192476,0,0,1,0,24.03333333,1.419702629,-28.35666667,6.227823768,13.015,0.822085762,24.41666667,1.2033518,22.03333333,1.520665059,28.37833333,2.381836943,0,0,26.75,4.670385423,1
3190,193.5,27.4271763,0,0,158,24.59674775,13,1,0,0,22.5,2.692582404,23.5,2.692582404,7.4725,0.449019766,7,0,3.6425,0.384861988,13,1,22.5,2.692582404,0,0,0.8325,0.061796035,13.575,2.227526655,10.9875,16.11324979,13.1175,0.351949925,18.025,1.947273735,20.7175,2.736287403,13.25,4.246157086,12.275,1.926622693,5.5825,1.313551959,1
3200,192,14.14213562,0,0,157.7,13.52811886,11.2,0.979795897,0,0,23.1,1.577973384,24.1,1.577973384,7.563,0.627981688,7,0,3.727,0.225168826,11.2,0.979795897,23.1,1.577973384,0,0,0.736,0.022891046,15.01,3.330600546,1.063,23.90881179,12.648,1.181268809,16.93,2.499219878,19.965,3.14001035,12.812,3.543184443,13.55,1.660271062,6.417,1.076726985,1
3210,195.3,22.09094837,0,0,159.8,20.6,11.6,0.663324958,0,0,23.9,1.757839583,24.9,1.757839583,7.353,0.561997331,7,0,3.843,0.252192387,11.6,0.663324958,23.9,1.757839583,0,0,0.74,0.040743098,14.29,2.562986539,6.722,17.75581471,12.182,1.309311269,16.24,2.506072625,19.039,3.233878322,12.628,1.871394133,13.47,1.161077086,6.45,0.946900206,1
3220,175.8,25.04316274,0,0,143.1,23.32144935,11.1,0.830662386,0,0,21.6,2.457641145,22.6,2.457641145,7.45,0.711421113,7,0,3.514,0.351402903,11.1,0.830662386,21.6,2.457641145,0,0,0.709,0.025079872,13.76,2.050463362,9.195,14.38103421,11.532,1.657870924,15.73,2.757190599,18.295,3.728509756,12.439,1.749328157,13.17,0.87869221,5.866,0.819245995,1
3230,185.8,6.615134163,0,0,153.4,4.882622246,10.6,0.8,0,0,21.8,1.469693846,22.8,1.469693846,8.012,0.511718673,7,0,3.544,0.208767814,10.6,0.8,21.8,1.469693846,0,0,0.708,0.031874755,15.82,2.381092186,-5.29,17.70638077,11.684,0.467358535,17.74,1.380724448,21.052,1.716058274,13.576,1.274685844,13.98,0.773045924,6.4,0.47866481,1
3240,144.5,25.70829957,3.5,3.041381265,109.8333333,26.84161363,11.16666667,0.897527468,0,0,20,2,21,2,7.333333333,0.826512082,5.666666667,0.942809042,4.123333333,0.475698317,11.16666667,0.897527468,16.5,4.425306016,0,0,0.901666667,0.139333732,9.266666667,4.681405297,44.23,35.31590576,11.03833333,1.486398518,12.13333333,2.987566829,13.38166667,4.231400149,9.018333333,3.483319378,4.6,6.521758454,5.361666667,0.804060874,1
3250,188.6,67.58579732,7.6,3.039736831,140.9,57.64798349,9.9,2.022374842,0.8,1.326649916,29.4,9.046546302,30.4,9.046546302,6.723,1.069533076,4.9,0.830662386,6.754,2.599604585,8.6,2.835489376,23.3,9.434511116,0.3,0.458257569,0.924,0.068293484,6.83,3.529320048,66.613,22.10422315,9.22,1.349703671,9.25,4.398238284,9.976,4.890924657,8.728,3.917963246,3.92,4.960201609,6.35,2.689215499,1
3260,272.4,23.5380543,7.2,1.720465053,214.5,22.40200884,8.2,3.682390528,1,1.549193338,41.5,4.588027899,42.5,4.588027899,7.021,0.539952776,4.5,0.670820393,9.557,1.118097044,5.6,2.2,37.3,4.3829214,0.1,0.3,0.925,0.052962251,9.08,2.561171607,53.216,17.94133395,9.686,1.292557155,10.76,2.034797287,12.533,2.407791727,10.137,3.106673623,11.29,1.956757522,7.85,1.592821396,1
3270,244.25,29.54974619,9.25,1.785357107,181,31.81980515,9.5,1.802775638,4.25,2.861380786,40.25,4.968651729,41.25,4.968651729,6.4275,0.966627514,5,1,8.5825,1.436286444,6.75,1.089724736,32.25,6.609652033,0,0,0.91,0.06041523,6.975,4.373428289,67.3,27.36020102,9.9875,1.078711616,8.6,4.997499375,9.7675,4.8369793,9.3075,4.252395648,5.8,3.96484552,7.0325,3.257018383,1
3280,216,61.01311334,9.7,5.710516614,158.3,43.1834459,9.6,1.2,1.2,1.53622915,37.2,12.8124939,38.2,12.8124939,6.123,0.511664929,6.8,1.166190379,5.607,1.627722642,8.6,1.685229955,28.2,7.909487973,0.4,0.489897949,0.967,0.04243819,4.96,0.990151504,75.746,6.675748947,9.974,1.170343539,6.8,2.546369965,7.817,2.147375375,6.534,2.157239903,8.07,2.041102643,4.539,1.714062134,1
3290,124,12.8996124,0,0,98.6,11.95156893,10.1,0.7,0.1,0.3,15.2,1.166190379,16.2,1.166190379,6.257,0.687983285,4.1,0.3,3.97,0.388072158,6.9,0.3,17,1.183215957,0,0,0.892,0.043543082,5.65,3.087798569,62.117,21.71031186,13.571,1.663066144,12.27,2.286941189,12.283,3.320864496,6.616,3.683629189,7.04,2.379159515,1.736,0.717637792,1
3300,138,11.78982612,0,0,110.9,10.36773842,10.1,0.3,0.1,0.3,16.9,1.813835715,17.9,1.813835715,6.228,0.311506019,4,0,4.475,0.453458929,7,0,18.8,1.833030278,0,0,0.89,0.034641016,7.87,2.224432512,46.604,15.78749074,14.675,1.461624097,12.77,1.562721984,13.604,1.613742235,8.711,2.98934926,8.53,1.045992352,2.161,0.459378929,1
3310,133.1,20.38847714,0.5,1.5,106.2,16.53360215,9.2,1.833030278,0,0,17.2,2.821347196,18.2,2.821347196,6.071,0.387,3.7,0.640312424,5.05,1.094303431,6.5,1.024695077,18.6,2.374868417,0.1,0.3,0.86,0.073620649,7.08,2.062910565,52.997,15.69358025,12.782,3.114260105,11.06,2.694141793,12.064,2.873246248,7.62,2.058392577,7.61,2.63607663,2.276,0.360671596,1
3320,176.6,13.55876101,4.6,1.113552873,134.4,11.44727042,8.1,1.135781669,0,0,29.5,2.291287847,30.5,2.291287847,6.222,0.582714338,3.4,0.489897949,9.109,1.149221041,5.1,1.135781669,26,2,1,0,0.954,0.030397368,3.93,1.627298375,83.286,11.43035712,9.074,1.16863339,5.93,1.640152432,7.402,2.040886082,6.133,1.867538755,7.56,1.317725313,4.251,0.837919447,1
3330,104.2,37.67970276,1.2,1.886796226,80,26.40833202,8.2,1.326649916,0.2,0.6,14.6,9.340235543,15.6,9.340235543,7.291,1.269042552,4,1,4.817,3.360458451,6,1.414213562,14.3,7.550496672,0.3,0.458257569,0.98,0.030659419,8.36,4.730369964,50.229,35.31916744,10.708,1.993398104,15.29,7.718866497,16.16,7.886941105,10.552,5.09878966,1.59,2.573888109,5.008,2.287810307,1
3340,92.8,9.505787711,0,0,72.4,8.7658428,9.5,1.857417562,0.1,0.3,10.8,2.227105745,11.8,2.227105745,7.302,1.146575772,5,0.447213595,2.67,0.433704969,7.6,2.009975124,11.3,2.147091055,0,0,0.989,0.033,10.44,4.976786112,33.457,35.09071902,12.151,2.540560765,18.48,6.61268478,19.243,7.030826481,10.349,3.542906857,0,0,4.5,1.974841766,1
3350,87.6,8.754427451,0,0,67.4,9.645724441,10.4,2.905167809,0.1,0.3,9.7,1.004987562,10.7,1.004987562,7.857,0.459065355,4.6,0.663324958,2.623,0.450844763,8.2,2.638181192,9.7,1.417744688,0,0,0.949,0.083958323,10.51,2.914258053,34.44,19.27858138,13.287,2.730040476,20.61,3.05465219,20.672,3.130689381,12.548,4.419427112,0,0,5.6,2.256102835,1
3360,94.2,6.305553108,0,0,73.4,7.657675888,9.8,2.227105745,0,0,11,2.097617696,12,2.097617696,7.282,0.873416281,4.8,0.748331477,2.716,0.204019607,7.8,2.227105745,11.6,1.496662955,0,0,0.978,0.044,13.22,2.516664459,17.638,21.47339507,14.112,3.006475678,20.5,4.611724189,21.114,6.034393424,16.518,4.49481657,0,0,7.8,2.249444376,1
3390,98,5.354126135,0,0,77,4.320493799,10.66666667,2.624669291,0,0,10.33333333,2.054804668,11.33333333,2.054804668,7.983333333,1.103277944,4.666666667,0.471404521,2.866666667,0.805536398,8.666666667,2.624669291,12,1.632993162,0,0,0.93,0.050990195,13.43333333,3.386574802,12.76,32.17843066,15.02333333,2.315517701,21.33333333,4.852719741,21.18333333,4.545872365,15.34666667,4.912143682,0,0,4.833333333,1.532064693,1
3400,88.1,12.96495276,0,0,66.4,11.40350823,10.3,3.163858404,0,0,11.4,1.8,12.4,1.8,6.958,0.706028328,5.1,0.7,2.649,0.315957276,8.3,3.163858404,11.6,1.854723699,0,0,0.95,0.080622577,8.94,1.970888125,46.523,12.78875135,11.906,2.065072396,15.59,2.39726928,15.241,3.581179834,10.353,1.698823416,0,0,5.375,1.754458606,1
3410,90.3,10.98225842,0,0,69.5,11.02950588,10.2,2.675817632,0.3,0.9,10.3,1.345362405,11.3,1.345362405,7.481,0.80094257,4.7,0.781024968,2.652,0.427827068,7.7,1.9,10.4,2.154065923,0,0,0.96,0.062769419,10.78,3.716665172,29.346,24.32614363,13.341,2.247471691,19.08,4.923575936,19.26,6.071610989,14.299,5.096717473,0,0,4.625,1.953362486,1
3420,93.5,8.163945125,0,0,73.1,5.889821729,9.7,1.676305461,0,0,10.7,1.791647287,11.7,1.791647287,7.634,0.726556261,5,0.447213595,2.562,0.24758029,7.7,1.676305461,11.3,1.791647287,0,0,0.961,0.060074953,11.56,1.96733322,25.15,15.66225654,12.975,2.671363884,19.4,3.366600659,20.162,3.890143442,13.49,3.688585095,0,0,5.175,1.860947339,1
3430,94.6,13.01691208,0,0,73.9,11.00409015,9.7,2.368543856,0.3,0.640312424,10.7,1.9,11.7,1.9,7.795,0.873501574,5,0.894427191,2.662,0.394786018,7.5,2.418677324,11.7,2.147091055,0,0,0.99,0.03,10.38,3.193054964,34.152,21.11648636,12.667,2.05652644,18.47,4.033125339,19.325,4.575966018,14.624,3.8047791,0,0,5.4,2.133658829,1
3440,86.6,6.93108938,0,0,68.7,6.341135545,8.1,1.445683229,0,0,9.8,1.077032961,10.8,1.077032961,7.393,0.718596549,4.9,1.044030651,2.676,0.456906993,6.2,1.4,10.5,0.806225775,0,0,0.961,0.065490457,11.75,3.185671044,26.266,21.65099637,12.779,2.401130775,18.47,2.924397374,19.551,3.766511516,14.737,4.409655429,0,0,6.45,2.619160171,1
3450,84.8,8.170679286,0,0,66.1,6.670082458,8.8,1.661324773,0,0,9.9,1.374772708,10.9,1.374772708,7.389,0.984169193,5.2,0.871779789,2.522,0.345913284,7,1.732050808,11,1.788854382,0,0,0.976,0.048,9.77,3.666074195,39.567,24.72110841,13.391,2.160201148,17.24,3.849467496,17.748,3.907694461,11.333,3.860199606,0,0,5.425,2.222189236,1
3460,85.1,7.80320447,0,0,67.9,7.147726911,7.7,1.615549442,0,0,9.5,1.024695077,10.5,1.024695077,7.48,0.675810624,4.3,1.004987562,2.835,0.449538652,5.8,1.53622915,10.6,1.356465997,0,0,0.966,0.052,11.42,3.183331588,29.245,22.50317722,12.519,1.803537912,18.11,2.837410792,19.406,3.33493988,14.23,3.976191645,0,0,6.7,2.063976744,1
3470,87.6,7.405403433,0,0,69.5,6.438167441,8.1,0.943398113,0.2,0.6,9.8,1.166190379,10.8,1.166190379,7.257,0.610803569,4.9,1.135781669,2.706,0.731371315,6.1,0.943398113,10.6,1.685229955,0,0,0.907,0.048795492,12.3,3.850454519,22.238,26.48520032,13.245,2.500296982,19.47,3.733644332,20.748,4.05081177,14.727,4.691920822,0,0,6.825,2.622141301,1
3480,90.7,9.940321926,0,0,71.3,8.591274643,9.1,1.577973384,0,0,10.3,1.417744688,11.3,1.417744688,7.582,0.583880125,5.5,0.921954446,2.497,0.747289101,7,1.483239697,11.2,1.661324773,0,0,0.889,0.03910243,10.58,2.698073387,32.561,18.47200068,12.417,2.232469709,19.07,3.267124118,20.033,3.218655154,11.989,3.126635412,0,0,5.5,1.728438602,1
